Mmwrweek_end,Level,State,Tests,Detections,Percent_pos,Subtype,Pathogen,Posted,Tests_3wma,Detections_5wma,Percent_Pos_3wma
01/03/2026 12:00:00 AM,State,AK,.,.,.,,RSV,09/04/2026 12:00:00 AM,86,7,7.95
01/03/2026 12:00:00 AM,State,AL,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,AR,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,AZ,.,.,.,,RSV,09/04/2026 12:00:00 AM,704,51,7.38
01/03/2026 12:00:00 AM,State,CA,.,.,.,,RSV,09/04/2026 12:00:00 AM,9575,361,3.89
01/03/2026 12:00:00 AM,State,CO,.,.,.,,RSV,09/04/2026 12:00:00 AM,3212,111,3.45
01/03/2026 12:00:00 AM,State,CT,.,.,.,,RSV,09/04/2026 12:00:00 AM,2719,91,3.62
01/03/2026 12:00:00 AM,State,DC,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,DE,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,FL,.,.,.,,RSV,09/04/2026 12:00:00 AM,474,44,10.42
01/03/2026 12:00:00 AM,State,GA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3105,286,9.62
01/03/2026 12:00:00 AM,State,HI,.,.,.,,RSV,09/04/2026 12:00:00 AM,1237,55,4.77
01/03/2026 12:00:00 AM,State,IA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3449,118,3.57
01/03/2026 12:00:00 AM,State,ID,.,.,.,,RSV,09/04/2026 12:00:00 AM,*,*,2.61
01/03/2026 12:00:00 AM,State,IL,.,.,.,,RSV,09/04/2026 12:00:00 AM,1235,28,2.45
01/03/2026 12:00:00 AM,State,IN,.,.,.,,RSV,09/04/2026 12:00:00 AM,411,20,4.85
01/03/2026 12:00:00 AM,State,KS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,KY,.,.,.,,RSV,09/04/2026 12:00:00 AM,623,29,4.83
01/03/2026 12:00:00 AM,State,LA,.,.,.,,RSV,09/04/2026 12:00:00 AM,150,6,3.36
01/03/2026 12:00:00 AM,State,MA,.,.,.,,RSV,09/04/2026 12:00:00 AM,2004,120,5.74
01/03/2026 12:00:00 AM,State,MD,.,.,.,,RSV,09/04/2026 12:00:00 AM,707,49,7.42
01/03/2026 12:00:00 AM,State,ME,.,.,.,,RSV,09/04/2026 12:00:00 AM,121,5,5.22
01/03/2026 12:00:00 AM,State,MI,.,.,.,,RSV,09/04/2026 12:00:00 AM,2232,76,3.60
01/03/2026 12:00:00 AM,State,MN,.,.,.,,RSV,09/04/2026 12:00:00 AM,3521,164,4.77
01/03/2026 12:00:00 AM,State,MO,.,.,.,,RSV,09/04/2026 12:00:00 AM,3967,158,4.17
01/03/2026 12:00:00 AM,State,MS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,MT,.,.,.,,RSV,09/04/2026 12:00:00 AM,209,9,3.66
01/03/2026 12:00:00 AM,State,NC,.,.,.,,RSV,09/04/2026 12:00:00 AM,3638,127,3.71
01/03/2026 12:00:00 AM,State,ND,.,.,.,,RSV,09/04/2026 12:00:00 AM,620,8,1.08
01/03/2026 12:00:00 AM,State,NE,.,.,.,,RSV,09/04/2026 12:00:00 AM,2618,72,2.87
01/03/2026 12:00:00 AM,State,NH,.,.,.,,RSV,09/04/2026 12:00:00 AM,566,24,4.60
01/03/2026 12:00:00 AM,State,NJ,.,.,.,,RSV,09/04/2026 12:00:00 AM,2529,135,5.75
01/03/2026 12:00:00 AM,State,NM,.,.,.,,RSV,09/04/2026 12:00:00 AM,2658,55,1.57
01/03/2026 12:00:00 AM,State,NV,.,.,.,,RSV,09/04/2026 12:00:00 AM,649,36,5.48
01/03/2026 12:00:00 AM,State,NY,.,.,.,,RSV,09/04/2026 12:00:00 AM,1632,47,2.80
01/03/2026 12:00:00 AM,State,OH,.,.,.,,RSV,09/04/2026 12:00:00 AM,11157,572,5.59
01/03/2026 12:00:00 AM,State,OK,.,.,.,,RSV,09/04/2026 12:00:00 AM,2248,89,5.33
01/03/2026 12:00:00 AM,State,OR,.,.,.,,RSV,09/04/2026 12:00:00 AM,3850,110,2.85
01/03/2026 12:00:00 AM,State,PA,.,.,.,,RSV,09/04/2026 12:00:00 AM,4373,222,5.38
01/03/2026 12:00:00 AM,State,PR,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,RI,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,SC,.,.,.,,RSV,09/04/2026 12:00:00 AM,*,*,2.74
01/03/2026 12:00:00 AM,State,SD,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,TN,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/03/2026 12:00:00 AM,State,TX,.,.,.,,RSV,09/04/2026 12:00:00 AM,7950,858,11.19
01/03/2026 12:00:00 AM,State,UT,.,.,.,,RSV,09/04/2026 12:00:00 AM,11,0,0.00
01/03/2026 12:00:00 AM,State,VA,.,.,.,,RSV,09/04/2026 12:00:00 AM,1499,124,8.80
01/03/2026 12:00:00 AM,State,VT,.,.,.,,RSV,09/04/2026 12:00:00 AM,632,12,2.11
01/03/2026 12:00:00 AM,State,WA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3368,228,6.83
01/03/2026 12:00:00 AM,State,WI,.,.,.,,RSV,09/04/2026 12:00:00 AM,14860,340,2.37
01/03/2026 12:00:00 AM,State,WV,.,.,.,,RSV,09/04/2026 12:00:00 AM,925,21,2.21
01/03/2026 12:00:00 AM,State,WY,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,AK,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,76,5,6.58
01/10/2026 12:00:00 AM,State,AL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,21,0,0.00
01/10/2026 12:00:00 AM,State,AR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2,0,0.00
01/10/2026 12:00:00 AM,State,AZ,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,746,14,1.88
01/10/2026 12:00:00 AM,State,CA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3213,42,1.31
01/10/2026 12:00:00 AM,State,CO,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2773,110,3.97
01/10/2026 12:00:00 AM,State,CT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2460,150,6.10
01/10/2026 12:00:00 AM,State,DC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,0.58
01/10/2026 12:00:00 AM,State,DE,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,68,0,0.00
01/10/2026 12:00:00 AM,State,FL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,0.93
01/10/2026 12:00:00 AM,State,GA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2876,52,1.81
01/10/2026 12:00:00 AM,State,HI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,649,9,1.39
01/10/2026 12:00:00 AM,State,IA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3633,337,9.28
01/10/2026 12:00:00 AM,State,ID,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,378,16,4.23
01/10/2026 12:00:00 AM,State,IL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1337,132,9.87
01/10/2026 12:00:00 AM,State,IN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,363,10,2.75
01/10/2026 12:00:00 AM,State,KS,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,13,0,0.00
01/10/2026 12:00:00 AM,State,KY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,760,61,8.03
01/10/2026 12:00:00 AM,State,LA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,6.67
01/10/2026 12:00:00 AM,State,MA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2364,104,4.40
01/10/2026 12:00:00 AM,State,MD,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1072,27,2.52
01/10/2026 12:00:00 AM,State,ME,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1409,69,4.90
01/10/2026 12:00:00 AM,State,MI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3019,229,7.59
01/10/2026 12:00:00 AM,State,MN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4218,231,5.48
01/10/2026 12:00:00 AM,State,MO,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4326,239,5.52
01/10/2026 12:00:00 AM,State,MS,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,308,8,2.60
01/10/2026 12:00:00 AM,State,MT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,568,18,3.17
01/10/2026 12:00:00 AM,State,NC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3959,100,2.53
01/10/2026 12:00:00 AM,State,ND,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,625,60,9.60
01/10/2026 12:00:00 AM,State,NE,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2549,168,6.59
01/10/2026 12:00:00 AM,State,NH,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,153,24,15.69
01/10/2026 12:00:00 AM,State,NJ,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2679,85,3.17
01/10/2026 12:00:00 AM,State,NM,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,5789,299,5.16
01/10/2026 12:00:00 AM,State,NV,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1463,44,3.01
01/10/2026 12:00:00 AM,State,NY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1640,63,3.84
01/10/2026 12:00:00 AM,State,OH,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,10817,845,7.81
01/10/2026 12:00:00 AM,State,OK,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,3.45
01/10/2026 12:00:00 AM,State,OR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4721,146,3.09
01/10/2026 12:00:00 AM,State,PA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4879,217,4.45
01/10/2026 12:00:00 AM,State,PR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,43,0,0.00
01/10/2026 12:00:00 AM,State,RI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,208,15,7.21
01/10/2026 12:00:00 AM,State,SC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,35,0,0.00
01/10/2026 12:00:00 AM,State,SD,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,0.59
01/10/2026 12:00:00 AM,State,TN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,31,29,93.55
01/10/2026 12:00:00 AM,State,TX,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,7168,109,1.52
01/10/2026 12:00:00 AM,State,UT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,16,0,0.00
01/10/2026 12:00:00 AM,State,VA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1645,52,3.16
01/10/2026 12:00:00 AM,State,VT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,661,23,3.48
01/10/2026 12:00:00 AM,State,WA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3180,34,1.07
01/10/2026 12:00:00 AM,State,WI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,16654,1382,8.30
01/10/2026 12:00:00 AM,State,WV,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1025,85,8.29
01/10/2026 12:00:00 AM,State,WY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,5.26
01/10/2026 12:00:00 AM,State,AK,.,.,.,,RSV,09/04/2026 12:00:00 AM,79,5,6.98
01/10/2026 12:00:00 AM,State,AL,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,AR,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,AZ,.,.,.,,RSV,09/04/2026 12:00:00 AM,710,69,8.10
01/10/2026 12:00:00 AM,State,CA,.,.,.,,RSV,09/04/2026 12:00:00 AM,9505,399,4.21
01/10/2026 12:00:00 AM,State,CO,.,.,.,,RSV,09/04/2026 12:00:00 AM,2773,142,4.64
01/10/2026 12:00:00 AM,State,CT,.,.,.,,RSV,09/04/2026 12:00:00 AM,2281,103,4.47
01/10/2026 12:00:00 AM,State,DC,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,DE,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,FL,.,.,.,,RSV,09/04/2026 12:00:00 AM,454,45,10.23
01/10/2026 12:00:00 AM,State,GA,.,.,.,,RSV,09/04/2026 12:00:00 AM,2460,262,9.64
01/10/2026 12:00:00 AM,State,HI,.,.,.,,RSV,09/04/2026 12:00:00 AM,1145,56,5.12
01/10/2026 12:00:00 AM,State,IA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3630,141,4.20
01/10/2026 12:00:00 AM,State,ID,.,.,.,,RSV,09/04/2026 12:00:00 AM,*,*,2.61
01/10/2026 12:00:00 AM,State,IL,.,.,.,,RSV,09/04/2026 12:00:00 AM,1108,24,2.20
01/10/2026 12:00:00 AM,State,IN,.,.,.,,RSV,09/04/2026 12:00:00 AM,403,19,5.04
01/10/2026 12:00:00 AM,State,KS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,KY,.,.,.,,RSV,09/04/2026 12:00:00 AM,590,32,6.28
01/10/2026 12:00:00 AM,State,LA,.,.,.,,RSV,09/04/2026 12:00:00 AM,149,9,5.49
01/10/2026 12:00:00 AM,State,MA,.,.,.,,RSV,09/04/2026 12:00:00 AM,1871,130,6.28
01/10/2026 12:00:00 AM,State,MD,.,.,.,,RSV,09/04/2026 12:00:00 AM,646,52,8.16
01/10/2026 12:00:00 AM,State,ME,.,.,.,,RSV,09/04/2026 12:00:00 AM,109,7,5.12
01/10/2026 12:00:00 AM,State,MI,.,.,.,,RSV,09/04/2026 12:00:00 AM,2156,88,4.24
01/10/2026 12:00:00 AM,State,MN,.,.,.,,RSV,09/04/2026 12:00:00 AM,3091,179,5.67
01/10/2026 12:00:00 AM,State,MO,.,.,.,,RSV,09/04/2026 12:00:00 AM,3680,166,4.53
01/10/2026 12:00:00 AM,State,MS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,MT,.,.,.,,RSV,09/04/2026 12:00:00 AM,198,7,2.16
01/10/2026 12:00:00 AM,State,NC,.,.,.,,RSV,09/04/2026 12:00:00 AM,3183,131,4.14
01/10/2026 12:00:00 AM,State,ND,.,.,.,,RSV,09/04/2026 12:00:00 AM,555,9,2.29
01/10/2026 12:00:00 AM,State,NE,.,.,.,,RSV,09/04/2026 12:00:00 AM,2596,82,3.32
01/10/2026 12:00:00 AM,State,NH,.,.,.,,RSV,09/04/2026 12:00:00 AM,550,27,4.88
01/10/2026 12:00:00 AM,State,NJ,.,.,.,,RSV,09/04/2026 12:00:00 AM,2285,140,6.04
01/10/2026 12:00:00 AM,State,NM,.,.,.,,RSV,09/04/2026 12:00:00 AM,2509,76,2.99
01/10/2026 12:00:00 AM,State,NV,.,.,.,,RSV,09/04/2026 12:00:00 AM,598,37,5.72
01/10/2026 12:00:00 AM,State,NY,.,.,.,,RSV,09/04/2026 12:00:00 AM,1517,53,3.03
01/10/2026 12:00:00 AM,State,OH,.,.,.,,RSV,09/04/2026 12:00:00 AM,10295,628,5.84
01/10/2026 12:00:00 AM,State,OK,.,.,.,,RSV,09/04/2026 12:00:00 AM,1476,107,4.93
01/10/2026 12:00:00 AM,State,OR,.,.,.,,RSV,09/04/2026 12:00:00 AM,4057,120,3.21
01/10/2026 12:00:00 AM,State,PA,.,.,.,,RSV,09/04/2026 12:00:00 AM,4424,235,5.38
01/10/2026 12:00:00 AM,State,PR,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,RI,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,SC,.,.,.,,RSV,09/04/2026 12:00:00 AM,*,*,3.05
01/10/2026 12:00:00 AM,State,SD,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,TN,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/10/2026 12:00:00 AM,State,TX,.,.,.,,RSV,09/04/2026 12:00:00 AM,6796,810,10.78
01/10/2026 12:00:00 AM,State,UT,.,.,.,,RSV,09/04/2026 12:00:00 AM,10,0,0.00
01/10/2026 12:00:00 AM,State,VA,.,.,.,,RSV,09/04/2026 12:00:00 AM,1588,122,8.33
01/10/2026 12:00:00 AM,State,VT,.,.,.,,RSV,09/04/2026 12:00:00 AM,561,12,2.53
01/10/2026 12:00:00 AM,State,WA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3504,225,6.54
01/10/2026 12:00:00 AM,State,WI,.,.,.,,RSV,09/04/2026 12:00:00 AM,13686,418,3.06
01/10/2026 12:00:00 AM,State,WV,.,.,.,,RSV,09/04/2026 12:00:00 AM,986,26,2.77
01/10/2026 12:00:00 AM,State,WY,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,AK,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,3.39
01/17/2026 12:00:00 AM,State,AL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,19,0,0.00
01/17/2026 12:00:00 AM,State,AR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,0,0,0.00
01/17/2026 12:00:00 AM,State,AZ,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,842,14,1.66
01/17/2026 12:00:00 AM,State,CA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3112,56,1.80
01/17/2026 12:00:00 AM,State,CO,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2376,104,4.38
01/17/2026 12:00:00 AM,State,CT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2062,134,6.50
01/17/2026 12:00:00 AM,State,DC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,104,0,0.00
01/17/2026 12:00:00 AM,State,DE,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,1.52
01/17/2026 12:00:00 AM,State,FL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,345,6,1.74
01/17/2026 12:00:00 AM,State,GA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2316,36,1.55
01/17/2026 12:00:00 AM,State,HI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,572,6,1.05
01/17/2026 12:00:00 AM,State,IA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3986,267,6.70
01/17/2026 12:00:00 AM,State,ID,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,310,5,1.61
01/17/2026 12:00:00 AM,State,IL,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1207,107,8.86
01/17/2026 12:00:00 AM,State,IN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,333,22,6.61
01/17/2026 12:00:00 AM,State,KS,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,13,0,0.00
01/17/2026 12:00:00 AM,State,KY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,633,34,5.37
01/17/2026 12:00:00 AM,State,LA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,5,0,0.00
01/17/2026 12:00:00 AM,State,MA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2273,121,5.32
01/17/2026 12:00:00 AM,State,MD,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,773,40,5.17
01/17/2026 12:00:00 AM,State,ME,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1255,65,5.18
01/17/2026 12:00:00 AM,State,MI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2481,182,7.34
01/17/2026 12:00:00 AM,State,MN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3479,198,5.69
01/17/2026 12:00:00 AM,State,MO,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3826,229,5.99
01/17/2026 12:00:00 AM,State,MS,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,280,9,3.21
01/17/2026 12:00:00 AM,State,MT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,471,21,4.46
01/17/2026 12:00:00 AM,State,NC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3129,77,2.46
01/17/2026 12:00:00 AM,State,ND,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,475,41,8.63
01/17/2026 12:00:00 AM,State,NE,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2421,171,7.06
01/17/2026 12:00:00 AM,State,NH,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,109,14,12.84
01/17/2026 12:00:00 AM,State,NJ,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,2260,94,4.16
01/17/2026 12:00:00 AM,State,NM,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4964,240,4.83
01/17/2026 12:00:00 AM,State,NV,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1274,17,1.33
01/17/2026 12:00:00 AM,State,NY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1349,41,3.04
01/17/2026 12:00:00 AM,State,OH,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,9755,664,6.81
01/17/2026 12:00:00 AM,State,OK,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,3.85
01/17/2026 12:00:00 AM,State,OR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4791,155,3.24
01/17/2026 12:00:00 AM,State,PA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,4319,192,4.45
01/17/2026 12:00:00 AM,State,PR,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,1.35
01/17/2026 12:00:00 AM,State,RI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,185,13,7.03
01/17/2026 12:00:00 AM,State,SC,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,6.90
01/17/2026 12:00:00 AM,State,SD,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,161,6,3.73
01/17/2026 12:00:00 AM,State,TN,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,26,16,61.54
01/17/2026 12:00:00 AM,State,TX,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,6824,90,1.32
01/17/2026 12:00:00 AM,State,UT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,8,0,0.00
01/17/2026 12:00:00 AM,State,VA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,1487,43,2.89
01/17/2026 12:00:00 AM,State,VT,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,443,15,3.39
01/17/2026 12:00:00 AM,State,WA,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,3015,25,0.83
01/17/2026 12:00:00 AM,State,WI,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,14028,1198,8.54
01/17/2026 12:00:00 AM,State,WV,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,972,59,6.07
01/17/2026 12:00:00 AM,State,WY,.,.,.,,SARS-COV-2,09/04/2026 12:00:00 AM,*,*,5.26
01/17/2026 12:00:00 AM,State,AK,.,.,.,,RSV,09/04/2026 12:00:00 AM,60,6,6.53
01/17/2026 12:00:00 AM,State,AL,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,AR,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,AZ,.,.,.,,RSV,09/04/2026 12:00:00 AM,816,89,9.15
01/17/2026 12:00:00 AM,State,CA,.,.,.,,RSV,09/04/2026 12:00:00 AM,9395,429,4.51
01/17/2026 12:00:00 AM,State,CO,.,.,.,,RSV,09/04/2026 12:00:00 AM,2388,188,7.05
01/17/2026 12:00:00 AM,State,CT,.,.,.,,RSV,09/04/2026 12:00:00 AM,1960,109,5.56
01/17/2026 12:00:00 AM,State,DC,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,DE,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,FL,.,.,.,,RSV,09/04/2026 12:00:00 AM,457,45,9.18
01/17/2026 12:00:00 AM,State,GA,.,.,.,,RSV,09/04/2026 12:00:00 AM,2295,228,9.68
01/17/2026 12:00:00 AM,State,HI,.,.,.,,RSV,09/04/2026 12:00:00 AM,1000,58,5.45
01/17/2026 12:00:00 AM,State,IA,.,.,.,,RSV,09/04/2026 12:00:00 AM,3589,160,4.57
01/17/2026 12:00:00 AM,State,ID,.,.,.,,RSV,09/04/2026 12:00:00 AM,*,*,1.32
01/17/2026 12:00:00 AM,State,IL,.,.,.,,RSV,09/04/2026 12:00:00 AM,903,24,1.81
01/17/2026 12:00:00 AM,State,IN,.,.,.,,RSV,09/04/2026 12:00:00 AM,358,19,4.41
01/17/2026 12:00:00 AM,State,KS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,KY,.,.,.,,RSV,09/04/2026 12:00:00 AM,567,34,6.16
01/17/2026 12:00:00 AM,State,LA,.,.,.,,RSV,09/04/2026 12:00:00 AM,147,10,8.03
01/17/2026 12:00:00 AM,State,MA,.,.,.,,RSV,09/04/2026 12:00:00 AM,1741,136,8.03
01/17/2026 12:00:00 AM,State,MD,.,.,.,,RSV,09/04/2026 12:00:00 AM,544,48,10.23
01/17/2026 12:00:00 AM,State,ME,.,.,.,,RSV,09/04/2026 12:00:00 AM,100,7,6.62
01/17/2026 12:00:00 AM,State,MI,.,.,.,,RSV,09/04/2026 12:00:00 AM,2039,101,5.07
01/17/2026 12:00:00 AM,State,MN,.,.,.,,RSV,09/04/2026 12:00:00 AM,2695,189,7.06
01/17/2026 12:00:00 AM,State,MO,.,.,.,,RSV,09/04/2026 12:00:00 AM,3399,168,4.79
01/17/2026 12:00:00 AM,State,MS,.,.,.,,RSV,09/04/2026 12:00:00 AM,.,.,.
01/17/2026 12:00:00 AM,State,MT,.,.,.,,RSV,09/04/2026 12:00:00 AM,195,9,3.20
01/17/2026 12:00:00 AM,State,NC,.,.,.,,RSV,09/04/2026 12:00:00 AM,2703,130,4.77
01/17/2026 12:00:00 AM,State,ND,.,.,.,,RSV,09/04/2026 12:00:00 AM,491,11,2.55
01/17/2026 12:00:00 AM,State,NE,.,.,.,,RSV,09/04/2026 12:00:00 AM,2560,95,3.74
